GEOID,sovi,rank,state_id
g48075,2.8711571755807057,35.0,g48
g48077,-2.700568790846652,217.0,g48
g48079,-0.7501795289958055,171.0,g48
g48081,1.052566241849319,89.0,g48
g48083,3.3618682336598313,24.0,g48
g48085,-4.724926349943585,243.0,g48
g48087,2.10064467430551,54.0,g48
g48089,0.3372267546245382,114.0,g48
g48091,-5.019820310766826,247.0,g48
g48093,0.7881160982545049,97.0,g48
g48095,2.7838272235915205,36.0,g48
g48097,-1.789097508396383,198.0,g48
g48099,-0.130070449759012,143.0,g48
g48101,4.322240876874911,8.0,g48
g48103,-2.180462221292134,209.0,g48
g48105,-0.6789193572389068,168.0,g48
g48107,1.727972693244927,63.0,g48
g48109,0.8995357294644533,94.0,g48
g48111,-2.6750108742016114,216.0,g48
g48113,3.3784395927977084,23.0,g48
g48115,2.648085063546834,41.0,g48
g48117,-1.62998434980524,193.0,g48
g48119,0.12713392976635074,130.0,g48
g48121,-4.338863710516582,238.0,g48
g48123,2.4418282012684434,46.0,g48
g48125,3.8610225515300396,16.0,g48
g48127,2.447964712076098,45.0,g48
g48129,0.2564429627777238,120.0,g48
g48131,3.656149641193753,21.0,g48
g48133,1.991576748931065,58.0,g48
g48135,-1.8656366129366415,200.0,g48
g48137,0.26289214939920647,118.0,g48
g48139,-4.061867767616865,233.0,g48
g48141,0.923835151405697,92.0,g48
g48143,-2.1138322098772555,207.0,g48
g48145,4.037485583164833,14.0,g48
g48147,0.2580666701627506,119.0,g48
g48149,-1.4471466309556533,190.0,g48
g48151,-0.053704685275456465,135.0,g48
g48153,1.6663528586219096,64.0,g48
g48155,5.360010694873981,3.0,g48
g48157,-3.477865338085135,226.0,g48
g48159,-0.46670398807159286,158.0,g48
g48161,0.17098565153415157,128.0,g48
g48163,3.244207743790007,29.0,g48
g48165,-4.82316195619593,244.0,g48
g48167,-1.1515332371877185,184.0,g48
g48169,4.046147688712268,13.0,g48
g48171,-2.5556849643110504,213.0,g48
g48173,-7.687952223221311,254.0,g48
g48175,-0.11519436514761106,139.0,g48
g48177,0.43627448791728635,109.0,g48
g48179,-0.4253481623585973,157.0,g48
g48181,-0.27123068730842015,149.0,g48
g48183,1.095428275552698,81.0,g48
g48185,1.507983503912254,67.0,g48
g48187,-4.234158760737025,236.0,g48
g48189,1.1612803549237578,80.0,g48
g48191,3.338738101882249,26.0,g48
g48193,0.41423729074653626,110.0,g48
g48195,-1.9622617026670357,205.0,g48
g48197,3.5181415434804415,22.0,g48
g48199,-2.958440136524558,221.0,g48
g48201,2.1392380456514237,52.0,g48
g48203,-0.10855618670897338,137.0,g48
g48205,-2.2121776451638056,210.0,g48
g48207,1.9765481832283485,59.0,g48
g48209,-4.608670793495712,240.0,g48
g48211,-1.7855958911100633,197.0,g48
g48213,-0.6785394302226311,167.0,g48
g48215,0.599367017793369,103.0,g48
g48217,-0.3370955541750892,154.0,g48
g48219,-1.8851055185346963,202.0,g48
g48221,-3.7239058390056643,228.0,g48
g48223,-0.6086451344489814,165.0,g48
g48225,5.164225400878269,4.0,g48
g48227,3.3461899546811313,25.0,g48
g48229,1.0897464347993764,83.0,g48
g48231,-0.9314305628935765,177.0,g48
g48233,-1.0960370438401732,182.0,g48
g48235,-4.21585024186596,235.0,g48
g48237,-0.12992602391681668,142.0,g48
g48239,-0.9295644705478934,176.0,g48
g48241,1.2117350079735147,74.0,g48
g48243,-0.9325192784737449,178.0,g48
g48245,4.208389584316015,11.0,g48
g48247,1.885132761101243,62.0,g48
g48249,0.9044726517465634,93.0,g48
g48251,-4.152153845902291,234.0,g48
g48253,4.840791306667842,6.0,g48
g48255,3.8427022116496357,17.0,g48
g48257,-3.7706841830640627,230.0,g48
g48259,-6.668159507516212,252.0,g48
g48261,1.556840031333699,65.0,g48
g48263,0.772448193870451,98.0,g48
g48265,-0.5314828005770935,162.0,g48
g48267,0.7274400720645089,99.0,g48
g48269,-3.370508803993758,224.0,g48
g48271,3.0022175315142112,32.0,g48
g48273,2.0029059125190996,56.0,g48
g48275,4.29015474267389,10.0,g48
g48277,1.9214705338445457,61.0,g48
g48279,1.0537609825482046,88.0,g48
g48281,-1.8345238639825214,199.0,g48
g48283,5.088443314922965,5.0,g48
g48285,-0.41183239875175703,155.0,g48
g48287,-1.727229933223138,196.0,g48
g48289,-0.11291751597619482,138.0,g48
g48291,-1.950538582527707,204.0,g48
g48293,1.1820307750753811,79.0,g48
g48295,-2.5924871291097342,215.0,g48
g48297,0.29482433962764776,116.0,g48
g48299,0.3982757923352932,112.0,g48
g48301,1.1897660941810315,78.0,g48
g48303,-0.1502378181164663,144.0,g48
g48305,0.24312641979787747,123.0,g48
g48307,-0.28982973521690214,150.0,g48
g48309,1.238688256403468,72.0,g48
g48311,-0.668009628308415,166.0,g48
g48313,3.7673422378315697,19.0,g48
g48315,3.6678236022362696,20.0,g48
g48317,-2.1649598272672685,208.0,g48
g48319,-1.0243132765965803,179.0,g48
g48321,0.25128935653310325,122.0,g48
g48323,0.5750270381368822,104.0,g48
g48325,-2.0844096826531526,206.0,g48
g48327,2.5774782067496567,42.0,g48
g48329,-4.028481481631716,231.0,g48
g48331,1.2057220516562026,76.0,g48
g48333,0.32334769396999613,115.0,g48
g48335,2.909419204558289,34.0,g48
g48337,-0.5092208047152356,159.0,g48
g48339,-5.005337980042051,246.0,g48
g48341,-1.3837712405799503,189.0,g48
g48343,3.7701942175455994,18.0,g48
g48345,0.6982433006870955,101.0,g48
g48347,1.4815993508783005,68.0,g48
g48349,0.7199576052919734,100.0,g48
g48351,0.9470318918527634,91.0,g48
g48353,2.1800986641374136,49.0,g48
g48355,0.840022580526393,95.0,g48
g48357,-2.7503987273391357,218.0,g48
g48359,-0.22782817621087537,147.0,g48
g48361,-1.1871138817652551,185.0,g48
g48363,-0.5236670078112666,161.0,g48
g48365,-0.7548961637947653,172.0,g48
g48367,-5.073500290260252,248.0,g48
g48369,-1.8882861008538876,203.0,g48
g48371,1.093262314400887,82.0,g48
g48373,2.727394535132757,39.0,g48
g48375,2.502005788657553,43.0,g48
g48377,2.091586907556586,55.0,g48
g48379,-1.1372974445523996,183.0,g48
g48381,-3.3726254870501173,225.0,g48
g48383,-4.40111855009328,239.0,g48
g48385,2.3132158325123164,48.0,g48
g48387,3.2255076132774936,30.0,g48
g48389,3.2651351866830405,28.0,g48
g48391,2.4233412665958394,47.0,g48
g48393,-3.3144898335470128,223.0,g48
g48395,2.932852767593386,33.0,g48
g48397,-6.905591341795324,253.0,g48
g48399,2.6681208126281115,40.0,g48
g48401,0.45916879138738653,105.0,g48
g48403,2.4933067416782233,44.0,g48
g48405,7.634803590419927,2.0,g48
g48407,-0.19158534661132887,146.0,g48
g48409,-0.4164966175831217,156.0,g48
g48411,2.1775575532286737,50.0,g48
g48413,-1.3609510152912958,188.0,g48
g48415,0.811425617202473,96.0,g48
g48417,-1.0336589991850578,181.0,g48
g48419,1.347721320477463,70.0,g48
g48421,-2.5711703976016524,214.0,g48
g48423,-0.5360885201482185,163.0,g48
g48425,-4.036996516564681,232.0,g48
g48427,2.7766193256029688,37.0,g48
g48429,-0.12445753407659033,140.0,g48
g48431,-0.3091513411301059,152.0,g48
g48433,-0.012374824719564526,133.0,g48
g48435,-4.701770845281387,242.0,g48
g48437,1.549318724939191,66.0,g48
g48439,0.4390413786417491,108.0,g48
g48441,0.1777379810328381,127.0,g48
g48443,1.9630219129257696,60.0,g48
g48445,1.0700949263788035,86.0,g48
g48447,0.1878793678396996,126.0,g48
g48449,-0.7278499359468683,169.0,g48
g48451,0.13844525153451503,129.0,g48
g48453,-1.6384113020178115,194.0,g48
g48455,0.40446820562583863,111.0,g48
g48457,2.7737687463088596,38.0,g48
g48459,-1.2826439362021451,187.0,g48
g48461,-0.866771347116066,175.0,g48
g48463,1.3966911176269607,69.0,g48
g48465,0.35529813826863177,113.0,g48
g48467,-1.189948264230137,186.0,g48
g48469,-0.16805859720564675,145.0,g48
g48471,3.9143402691730267,15.0,g48
g48473,-1.7059570161569655,195.0,g48
g48475,1.1935439672612687,77.0,g48
g48477,1.2492283316992085,71.0,g48
g48479,-0.33368360928726015,153.0,g48
g48481,1.2070602365310925,75.0,g48
g48483,-1.5054337466254157,192.0,g48
g48485,1.016245324349387,90.0,g48
g48487,3.1775291651655397,31.0,g48
g48489,4.057134274713313,12.0,g48
g48491,-4.688290382910684,241.0,g48
g48493,-4.874102311309745,245.0,g48
g48495,-0.5995313859457501,164.0,g48
g48497,-5.33677722900066,249.0,g48
g48499,0.19174470960344903,125.0,g48
g48501,-4.261518518098787,237.0,g48
g48503,-0.7348655161083202,170.0,g48
g48505,0.22004987876312043,124.0,g48
g48507,4.300974740525508,9.0,g48
g51001,0.7471584020301989,47.0,g51
g51003,-0.4235003963812307,82.0,g51
g51005,0.005554844201544257,65.0,g51
g51007,-0.12259398517109753,73.0,g51
g51009,-0.11786892682686564,72.0,g51
g51011,-0.001561744311869092,66.0,g51
g51013,-0.44812146174722134,83.0,g51
g51015,-1.7546421076291154,99.0,g51
g51017,1.373490136886879,38.0,g51
g51019,-1.9206231341235733,102.0,g51
g51021,0.962044365919202,43.0,g51
g51023,-3.2667750237026993,119.0,g51
g51025,3.8661049752306136,9.0,g51
g51027,6.132732432306144,1.0,g51
g51029,1.8400846225705263,31.0,g51
g51031,-1.2527794768187142,96.0,g51
g51033,-2.5185953178362874,111.0,g51
g51035,2.0928365748832256,28.0,g51
g51036,-3.9767938132542597,130.0,g51
g51037,2.2597419477089775,25.0,g51
g51041,-3.3241867946721393,122.0,g51
g51043,-2.9420760954608856,115.0,g51
g51045,-1.1747897954842448,93.0,g51
g51047,-1.1724352504980309,92.0,g51
g51049,-0.04251393942285431,70.0,g51
g51051,5.905679868126579,2.0,g51
g51053,-0.958046664458134,89.0,g51
g51057,0.21418515697638185,59.0,g51
g51059,-0.1796665301923569,75.0,g51
g51061,-3.108599771298771,117.0,g51
g51063,0.7162501834700952,50.0,g51
g51065,-3.3884925365855825,123.0,g51
g51067,-0.022309755803527398,69.0,g51
g51069,-2.4155771773295776,108.0,g51
g51071,0.19270229844488318,60.0,g51
g51073,-2.6181010853871602,113.0,g51
g51075,-3.527843564423752,124.0,g51
g51077,2.7271481444892762,22.0,g51
g51079,-1.7970656682432287,100.0,g51
g51081,2.73300852633158,21.0,g51
g51083,1.4036609430815583,37.0,g51
g51085,-4.70274670210716,134.0,g51
g51087,-2.3923195597332554,107.0,g51
g51089,1.187038337987565,39.0,g51
g51091,3.3435668619518024,11.0,g51
g51093,-2.497377648610626,110.0,g51
g51095,-2.4321567963522557,109.0,g51
g51097,-0.0030942499286648883,67.0,g51
g51099,-3.5344806082244613,125.0,g51
g51101,-3.838077203649033,127.0,g51
g51103,1.0689610304017565,41.0,g51
g51105,2.9108045928003836,16.0,g51
g51107,-2.5912126564655806,112.0,g51
g51109,-1.692115775761569,98.0,g51
g51111,3.299410084188599,13.0,g51
g51113,-0.6325911218731013,86.0,g51
g51115,-0.2600735088119086,77.0,g51
g51117,3.337501580367828,12.0,g51
g51119,0.7040499856346096,51.0,g51
g51121,-1.928503715245593,103.0,g51
g51125,0.7332049308367603,49.0,g51
g51127,-4.321096874200174,133.0,g51
g51131,5.016575922822182,4.0,g51
g51133,1.674669859748903,32.0,g51
g51135,2.6352438440352355,23.0,g51
g51137,-1.082027538468465,91.0,g51
g51139,0.4812689015942314,54.0,g51
g51141,2.242504377510571,26.0,g51
g51143,0.26444693515817896,57.0,g51
g51145,-3.5491860947109206,126.0,g51
g51147,0.8775087916367699,46.0,g51
g51149,-3.068427446906406,116.0,g51
g51153,-0.7644455267843281,87.0,g51
g51155,0.06993067471984382,62.0,g51
g51157,-0.6242548415535323,85.0,g51
g51159,2.739309615581429,20.0,g51
g51161,-3.2729167792984306,120.0,g51
g51163,0.2984397618499838,55.0,g51
g51165,-0.2619145616116137,78.0,g51
g51167,3.2514771709649155,14.0,g51
g51169,2.865514667057961,18.0,g51
g51171,0.05147066857720639,64.0,g51
g51173,1.6059175098480796,34.0,g51
g51175,0.9063454311754682,45.0,g51
g51177,-2.8314376245918416,114.0,g51
g51179,-3.938862593354926,128.0,g51
g51181,0.13638259830025978,61.0,g51
g51183,4.110200528385711,6.0,g51
g51185,2.225447188350933,27.0,g51
g51187,-2.3622798529734554,105.0,g51
g51191,-0.6047840003457453,84.0,g51
g51193,2.3686490007254752,24.0,g51
g51195,3.859628281208863,10.0,g51
g51197,0.6873231803095872,52.0,g51
g51199,-4.148453541327635,132.0,g51
g51510,0.5937932060267126,53.0,g51
g51515,0.05423326562225428,63.0,g51
g51520,1.0231092940239757,42.0,g51
g51530,-0.009686781661983002,68.0,g51
g51540,0.284445203207655,56.0,g51
g51550,-3.9477355596557553,129.0,g51
g51570,-0.9753315466520194,90.0,g51
g51580,0.7439221217181325,48.0,g51
g51590,2.056677789868277,29.0,g51
g51595,4.015501298592774,8.0,g51
g51600,-0.4056383410428285,81.0,g51
g51610,-2.3722672803620424,106.0,g51
g51620,1.620728029260671,33.0,g51
g51630,-0.30336638502417923,79.0,g51
g51640,4.516719345452842,5.0,g51
g51650,-1.9817029057185482,104.0,g51
g51660,2.8358917310888674,19.0,g51
g51670,1.0911790515936555,40.0,g51
g51678,1.9621116196949262,30.0,g51
g51680,-0.1484752555838732,74.0,g51
g51683,4.070376059535201,7.0,g51
g51685,5.493455301577234,3.0,g51
g51690,1.5597075831512595,35.0,g51
g51700,-1.3591870882836439,97.0,g51
g51710,-0.36279061950276503,80.0,g51
g51720,0.2530080956011693,58.0,g51
g51730,2.884615676444049,17.0,g51
g51735,-4.022533998879393,131.0,g51
g51740,-1.2053235213676985,94.0,g51
g51750,-0.06920075286961347,71.0,g51
g51760,1.487040740173387,36.0,g51
g51770,0.9165992367265299,44.0,g51
g51775,-1.837121165723059,101.0,g51
g51790,-0.7733417833025238,88.0,g51
g51800,-3.3155239900387734,121.0,g51
g51810,-3.1548951373675216,118.0,g51
g51820,-0.23380271012404497,76.0,g51
g51830,-1.230282027328497,95.0,g51
g51840,3.196716215448097,15.0,g51
